Name,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Japanese VA,Funi English VA,Residence,Epithet,Age,Height,Blood Type,Bounty,Odex English VA,4Kids English VA,Origin,Alias,Real name,English Name,Type,Meaning,Size,Weight,First Appearance.1,Age at Death,Zombie Number,First appearance,Region,Gladiator Number,Features,Literal Meaning,Captain,Total Bounty,CP9 key,Affiliation,Completion Date,Affiliates
Lip Doughty,リップ・ドウティ,Rippu Douti,Lip Doughty[1],Chapter 600; Episode 519[1],Fake Straw Hat Crew;[1] His own crew[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Oars Jr.,リトルオーズJr.,Ritoru Ōzu Junia,Little Oars Jr.,Chapter 554; Episode 463[1],Little Pirates;[2] Subordinate of the Whitebeard Pirates[1],Pirate; Captain[1],Unknown,February 12th[4],,,,,70 (debut)[2]72 (after timeskip)[3],"60 m (196'10"")[5]",F[2],,,,Grand Line[2],,,,,,,,,,,,,,,,,,,,,
Loki,ロキ,Roki,Loki,Chapter 858; Episode 827 (flashback)[1],,Prince[1],Alive,,,,Elbaf[1],,63[2],,,,,,,,,,,,,,,,,,,,,,,,,,,
Lola,ローラ,Rōra,Lola,Chapter 451; Episode 345[1],Thriller Bark Pirates,General Zombie[2],Deceased,May 1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonz,ロンズ,Ronzu,Lonz,Chapter 550; Episode 459[1],"Marines, Giant Squad[1]",Vice Admiral[1],Alive,June 2nd[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord of the Coast,近海の主,Kinkai no Nushi,"""Local Sea Monster"";Master of the Near Sea (video games)",Chapter 1; Episode 4,,Foosha Village's local Sea King,Alive,September 14th[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Roux,ラッキー・ルウ,Rakkī Rū,Lucky Roux,Chapter 1; Episode 4[1],Red Hair Pirates[1],Pirate; Officer;[1] Combatant;[2] Cook[3],Alive,July 6th[4],,,,,23 (debut)33 (pre-timeskip)35 (post-timeskip)[2],"241 cm (7'11"")[2]",F[2],,,,South Blue[2],,,,,,,,,,,,,,,,,,,,,
Lulis,ルリス,Rurisu,Lulis[1],Chapter 608; Episode 527[2],Mermaid Cafe,Dancer,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX Marx,MAX（マックス） マークス,Makkusu Mākusu,Max Marx,Chapter 966; Episode 967[1],Roger Pirates[1],Pirate,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machvise,マッハバイス,Mahhabaisu,"Machvise (FUNimation Simulcast, Formerly Viz);[1]Mach Vise (Viz)",Chapter 682; Episode 608[2],Donquixote Pirates[1],Pirate Officer[1],Alive,August 13th[4],,,Spider Miles (former); Dressrosa (former),,52[3],"440 cm (14'5"")[5]",S[5],,,,North Blue[5],,,,,,,,,,,,,,,,,,,,,
Macro,マクロ,Makuro,Macro,Chapter 197;[1] Episode 386,Macro Pirates;[2] Sun Pirates (former)[3],Pirate; Captain; Slave trader[2],Alive,September 6th[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macro,マクロ,Makuro,N/A,Chapter 450 cover page[1],Automata,Colonel,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madilloman,マジロマン,Majiroman,Madillo-Man,Chapter 939; Episode 935[1],Beasts Pirates[1],Gifter[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magellan,マゼラン,Mazeran,Magellan,Chapter 528; Episode 425[1],Impel Down[1],Vice Warden;[2] Chief Warden[1] (former),Alive,October 9th[3],,,,,45 (debut)47 (after timeskip)[4],"491 cm (16'1"")[4]",X[4],,,,Grand Line[4],Diarrhea Man,,,,,,,,,,,,,,,,,,,,
Magra,マグラ,Magura,Magura (Viz);Magra (FUNimation),Chapter 582; Episode 493,Dadan Family,Bandit,Alive,October 30th[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maha,マハ,Maha,Maha,Chapter 929; Episode 922[1],CP0[1],Cipher Pol Agent[1],Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maidy,メイディ,Meidi,Maidy[1],Chapter 215; Episode 129[2],Nefertari Family[2],Lady's maid[2],Alive,,,,"Alubarna, Arabasta[2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maki,マキ,Maki,N/A,Chapter 925; Episode 917[1],Blackbeard Pirates,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makino,マキノ,Makino,Makino,Chapter 1; Episode 4[1],Partys Bar,Bar Owner[2]; Bartender,Alive,February 23rd[3],,,Foosha Village,,19 (debut);29 (Chapter 1 to 597)31 (after timeskip)[2],"166 cm (5'5"")[2]",S[2],,,,East Blue (Foosha Village)[2],,,,,,,,,,,,,,,,,,,,,
Makko,マッコー,Makkō,N/A,Chapter 216[1],Marines; Black Cage Corps[1],Marine Ensign[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manboshi,マンボシ,Manboshi,"Mamboshi, Manboshi (Funi simulcast)",Chapter 609; Episode 528[1],Neptune Family[2],Prince of the Ryugu Kingdom[2],Alive,March 30th[3],,,Fish-Man Island[2],,20[4],"473 cm (15'6"")[4]",S[4],,,,Grand Line (Ryugu Kingdom)[4],,,,,,,,,,,,,,,,,,,,,
Mani,マニ,Mani,N/A,Chapter 223; Episode 146[1],Bellamy Pirates[1],Pirate; Combatant[1],Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjaro,マンジャロウ,Manjarō,Manjaro[1],Chapter 598; Episode 518[2],Fake Straw Hat Crew[2],Pirate[2],Unknown,September 9th[3],,,,,25[3],"202 cm (6'7"")[3]",S[3],,,,,,,,,,,,,,,,,,,,,,,,,
Mansherry,マンシェリー,Mansherī,Mancherie; Mansherry,Chapter 717; Episode 647[1],Tontatta Kingdom,Princess,Alive,January 28th[2],,,,,25[4],"20 cm (7.87"")[3]",X[4],,,,Grand Line (Green Bit)[4],,,,,,,,,,,,,,,,,,,,,
Marco,マルコ,Maruko,Marco,Chapter 234; Episode 151[1],Whitebeard Pirates (former);[2] Ninja-Pirate-Mink-Samurai Alliance,Pirate (former); 1st Division Commander (former);[2] Doctor;[3] Apprentice (former)[4],Alive,October 5th[7][8],,,,,43 (debut)45 (after timeskip)[6],"203 cm (6'8"")[6]",X[6],,,,Grand Line[6],,,,,,,,,,,,,,,,,,,,,
Margarita,マルガリータ,Marugarīta,Margarita,Chapter 483; Episode 375[1],Neutral civilian,Maid,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marguerite,マーガレット,Māgaretto,"Marguerite (Viz),Margaret (FUNimation)",Chapter 514; Episode 408[1],Kuja;[1] Kuja Pirates[2],"Warrior,[1] Pirate[2]",Alive,April 9th[4],,,,,16 (debut)18 (after timeskip)[3],"178 cm (5'10"")[3]",F[3],,,,Grand Line (Amazon Lily)[3],,,,,,,,,,,,,,,,,,,,,
Mari,マリ,Mari,N/A,Chapter 906; Episode 884[1],Levely[2],King[2],Alive,,,,Chaco Kingdom[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Napole,マリア・ナポレ,Maria Napore,Maria Napole,Chapter 649; Episode 569[1],Fish-Man Island[1],Singer[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marianne,マリアンヌ,Mariannu,Marianne[1],Chapter 117; Episode 70[2],New Spiders Cafe;[3] Baroque Works[4] (former),Cafe Employee;[3] Officer Agent[4] (former),Alive,April 29th[6],,,,,16 (debut)18 (after timeskip)[5],"145 cm (4'9"")[5]",XF[5],,,,North Blue[5],"""Miss Goldenweek"" (ミス・ゴールデンウィーク, Misu Gōruden Wīku?, 4Kids: ""Ms. April Fools Day"")[4]",,,,,,,,,,,,,,,,,,,,
Marie,マリィ,Marī,Marie,Chapter 499; Episode 393[1],Saint Charlos; Judy[1],Slave; Nurse (former)[1],Alive,November 2nd[2],,,Mary Geoise; Sabaody Archipelago (former)[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marilyn,マリリン,Maririn,Marilyn,Chapter 300; Episode 193[1],Neutral civilian,Miss Skypiea (former),Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,マリン,Marin,Marin,Chapter 500; Episode 394[1],,Slave[1],Alive,October 17th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario,マリオ,Mario,Mario,Chapter 701; Episode 630[1],,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall D. Teach,マーシャル・D（ディー）・ティーチ,Māsharu Dī Tīchi,"Marshall D. Teech (Viz, FUNimation subs, edited dub);Marshall D. Teach (FUNimation uncut dub)",Chapter 223; Episode 146[1],Blackbeard Pirates;[2] Four Emperors;[3] Seven Warlords of the Sea (former);[4][5] Whitebeard Pirates[6] (defected)[7],Pirate;[2] Admiral;[8] Emperor;[3] Apprentice (former); Warlord of the Sea (former)[4][5],Alive,August 3rd[13][14],,,Hachinosu[10],,38 (debut)[11]40 (after timeskip)[12],"344 cm (11'3½"") (debut, after timeskip)[11][9]",F[9],,,,Grand Line[9],,,,,,,,,,,,,,,,,,,,,
Marumieta,マルミエータ,Marumiēta,Marmieta,Chapter 436[1],,,Alive,,,,Pucci[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mash,マッシュ,Masshu,Mash,Chapter 204 cover[1],Sea Floor[1],Holder of the Takoyaki recipe and sauce[2],Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashikaku,マシカク,Mashikaku,N/A,Chapter 98; Episode 48[1],Marines[1],Marine Chief Petty Officer,Alive,December 26th[2],,,,,,,,,,,East Blue[2],,,,,,,,,,,,,,,,,,,,,
Masira,マシラ,Mashira,Masira,Chapter 219; Episode 144[1],Saruyama Alliance (Masira Pirates)[1],Pirate; Captain[1],Alive,March 4th[2],,,Jaya,,23 (debut)25 (after timeskip)[3],"345 cm (11'4"")[3]",F[3],,,,North Blue[3],,,,,,,,,,,,,,,,,,,,,
Masked Deuce,マスクド・デュース,Masukudo Dyūsu,Masked Deuce,One Piece novel A;[1] Episode 1013[2],Spade Pirates;[1] Whitebeard Pirates,Pirate; Doctor,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massui,マッスイ,Massui,N/A,Chapter 911; Episode 893[1],Beasts Pirates[1],Waiter[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master,親方,Oyakata,N/A,Chapter 233; Episode 145[1],,Digger[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master of the Waters,海の主,Umi no Nushi,N/A,Chapter 319; Episode 227[1],None,Sea King,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matryo Princesses,マトリョー姫達,Matoryō Hime-tachi,Mattryoshesses,Chapter 905; Episode 882[1],,Princesses of the Roshwan Kingdom[1],Alive,,,,Roshwan Kingdom[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsuge,睫毛（マツゲ）,Matsuge,"Eyelashes (Viz),Eyelash (4Kids, FUNimation dub),Lashes (FUNimation subs)",Chapter 162;[1] Episode 93[2],"Super Spot-Billed Duck Troops,[3] Straw Hat Pirates (temporary)",Royal Transport,Alive,August 17th[4],,,Alubarna; Rainbase (former),,15 (debut)17 (after timeskip)[4],"190 cm (6'3"")[4]",F[4],,,,Grand Line (Arabasta Kingdom)[4],,,,,,,,,,,,,,,,,,,,,
Maujii,マウジイ,Maujii,"Mouji, Mousey",Chapter 755; Episode 692[1],Tontatta Kingdom[1]; Tonta Corps; Straw Hat Grand Fleet,Aide to Princess Mansherry;[1] Pirate[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maynard,メイナード,Meinādo,Maynard,Chapter 705; Episode 634[1],Marines,Vice Admiral,Alive,May 7th[3],,,,,,,,,,,,"""Capman"" (キャップマン, Kyappuman?)[2]",,,,,,,,,,,,,,,,,,,,
Mayushika,マユシカ,Mayushika,Mayushka[1],Chapter 269; Episode 176[2],Shandia[2],Shandia Warrior[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGuy,マクガイ,Makugai,McGuy,Chapter 551; Episode 460[1],Subordinate of the Whitebeard Pirates[1],Pirate; Captain[1],Alive,September 3rd[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKinley,マッキンリー,Makkinrī,McKinley,Chapter 241; Episode 155[1],White Berets[1],Captain of the White Berets[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadows,メドウズ,Medōzu,Meadows,Chapter 706; Episode 659[1],Corrida Colosseum,Gladiator,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecha-Shark,メカシャーク,Mekashāku,Mecha-Shark,Chapter 1061[1],Vegapunk[1],,Unknown,,,,Egghead[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medaka Mermaid Quintuplets,"イチカ, ニカ, サンカ, ヨンカ, ヨンカツー","Ichika, Nika, Sanka, Yonka, Yonka Tsū","Ichika, Nika, Sanka, Yonka, Yonka Two",Chapter 608; Episode 527[1],Neutral,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megalo,メガロ,Megaro,Megalo,Chapter 605; Episode 525[1],Ryugu Kingdom[2],Shirahoshi's Pet[3],Alive,April 8th[4],,,,,,,,,,,,,,,,,25m (82') by estimate[5],,,,,,,,,,,,,,,
Mero,メロ,Mero,Mello (Viz); Mero (FUNimation),Chapter 608; Episode 527[1],Mermaid Cafe,Dancer,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry,メリー,Merī,Merry,Chapter 24; Episode 11,Kaya,Butler,Alive,January 22nd[1][2],,,Syrup Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael and Hoichael,マイケル&ホイケル,Maikeru ando Hoikeru,Michael and Hoichael,Chapter 432;[1] Episode 313[2],Auntie,,Alive,July 18th[3],,,Water 7,,12 (debut)14 (after timeskip),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mihar,ミハール,Mihāru,Mihal,Chapter 552; Episode 461[1],"Spade Pirates,[1] Whitebeard Pirates",Teacher (former); Pirate; Sniper[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikazuki,ミカヅキ,Mikazuki,Mikazuki,Chapter 323; Episode 230[1],Big Helmet Pirates,Pirate; Captain,Alive,February 10th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikio Itoo,MIKIO ITOO（ミキオイトゥー）[1],Mikio Itū,Mikio Itoo,Chapter 1[2],,,Alive,March 26th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikita,ミキータ,Mikīta,N/A,Chapter 110; Episode 65[1],New Spiders Cafe; Baroque Works (former)[2],Cafe Pâtissier; Officer Agent[2][3] (former),Alive,February 14th[4],,,,,22 (debut)24 (after timeskip)[5],"177 cm (5'10"")[5]",XF[5],,,,West Blue[5],"""Miss Valentine"" (ミス・バレンタイン, Misu Barentain?)[1]",,,,,,,,,,,,,,,,,,,,
Milky,ミルキー,Mirukī,Milky,Chapter 807; Episode 757 (image)[1]Chapter 814; Episode 765[2],Mokomo Dukedom; Guardians[2]; Ninja-Pirate-Mink-Samurai Alliance,Guardian[2],Alive,,,,Zou (Whale Forest)[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet Pine,ミレ・パイン,Mire Pain,Mille Pine,Chapter 966[1]; Episode 959[2],Roger Pirates[1],Pirate[1],Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milo,ミロ,Miro,Milo,Chapter 717; Episode 647[1],,,Alive,,,,,,,,,,,,,"Onepoco (ワンポコ, Wanpoko?, Viz: Onepoko)",,,,,,,,,,,,,,,,,,,,
Minatomo,みなともさん,Minatomo-san,Minatomo,SBS Volume 7[1]; Episode 51[2],Easter egg[1],Carpenter[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minatomo,港友,Minatomo,Minatomo,Chapter 909; Episode 892[1],,Carpenter,Alive,,,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minister of the Left,左大臣,Sadaijin,Minister of the Left,Chapter 612; Episode 531,Ryugu Kingdom,Minister of Ryugu Kingdom,Alive,July 2nd[2],,,,,62[1],"435 cm (14'3"")[1]",X[1],,,,Grand Line (Ryugu Kingdom)[1],,,,,,,,,,,,,,,,,,,,,
Minister of the Right,右大臣,Udaijin,Minister of the Right,Chapter 612; Episode 531,Ryugu Kingdom,Minister of Ryugu Kingdom,Alive,April 5th[2],,,,,55[1],"313 cm (10'3"")[1]",XF[1],,,,Grand Line (Ryugu Kingdom)[1],,,,,,,,,,,,,,,,,,,,,
Minochihuahua,ミノチワワ,Minochiwawa,Minochihuahua,Chapter 662[1],Impel Down,Jailer Beast,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minokoala,ミノコアラ,Minokoara,Minokoala,Chapter 531; Episode 432,Impel Down; World Government;,Jailer Beast,Alive,March 5th[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minorhinoceros,ミノリノケロス,Minorinokerosu,Minorhinoceros,Chapter 532; Episode 433[1],Impel Down; World Government,Jailer Beast,Alive,March 1st[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minoruba,ミノルバ,Minoruba,N/A,Chapter 498; Episode 392[1],Sabaody Archipelago[1],Bounty Hunter[1],Alive,February 24th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minotaurus,ミノタウロス,Minotaurosu,Minotaur (Viz);Minotaurus (FUNimation),Chapter 525; Episode 422,Impel Down; World Government;,Jailer Beast,Alive,March 4th[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minozebra,ミノゼブラ,Minozebura,Minozebra,Chapter 533; Episode 434[1],Impel Down; World Government,Jailer Beast,Alive,March 7th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misery,三千里（ミザリー）,Mizarī,Misery,Chapter 1039[1],Big Mom Pirates,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Catherina,ミス・キャサリーナ,Misu Kyasarīna,Miss Katherina[1],Chapter 106; Episode 64[2],Baroque Works[3],Millions Agent;[4] Bounty Hunter[3],Alive,March 23rd[5],,,"Whisky Peak, Cactus IslandEast Blue[5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Father's Day,ミス・ファーザーズデー,Misu Fāzāzu Dē,Ms. Father's Day,Chapter 205; Episode 124[1],Baroque Works[1],Frontier Agent; Sniper[1],Alive,June 21st[2],,,,,,,,,,,,"Miss Father's Day (ミス・ファーザーズデー, Misu Fāzāzu Dē?)",,,,,,,,,,,,,,,,,,,,
Miss Friday,ミス・フライデー,Misu Furaidē,Miss Friday,Chapter 105; Episode 63[1],Baroque Works (former),Assassin (former),Alive,January 21st[2],,,,,,,,,,,Grand Line[3],,,,,,,,,,,,,,,,,,,,,
Miss Monday,ミス・マンデー,Misu Mandē,Ms. Monday[1],Chapter 107; Episode 64[1],Baroque Works[1] (former),Frontier Agent (former);[1] Bounty Hunter,Alive,January 24th[2],,,,,,,,,,,Grand Line[3],"Miss Monday, Sister[1]",,,,,,,,,,,,,,,,,,,,
Miss Mother's Day,ミス・マザーズデー,Misu Mazāzu Dē,Miss Mother's Day,N/A,Baroque Works[1],Frontier Agent[1],Alive,,,,,,,,,,,,,Miss Mother's Day,,,,,,,,,,,,,,,,,,,,
Miss Saturday,ミス・サタデー,Misu Satadē,Miss Saturday,N/A,Baroque Works[1],Frontier Agent[1],Alive,,,,,,,,,,,,,Miss Saturday,,,,,,,,,,,,,,,,,,,,
Miss Thursday,ミス・サースデー,Misu Sāsudē,Miss Thursday,N/A,Baroque Works[1],Frontier Agent[1],Alive,,,,,,,,,,,,,Miss Thursday,,,,,,,,,,,,,,,,,,,,
Miss Tuesday,ミス・テューズデー,Misu Tyūzudē,Miss Tuesday,N/A,Baroque Works[1],Frontier Agent[1],Alive,,,,,,,,,,,,,Miss Tuesday,,,,,,,,,,,,,,,,,,,,
Miyagi,ミヤギ,Miyagi,Miyagi,Chapter 807; Episode 756[1],Mokomo Dukedom,Doctor[1],Alive,December 22nd[2],,,Zou (Kurau City),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizerka,ミゼルカ,Mizeruka,Mizerka,Chapter 978; Episode 982[1],,Shinuchi,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizuira,ミズイラ,Mizuira,N/A,"Chapter 391, Episode 275[1]",Ohara,Civilian,Deceased,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizuta Madaisuki,ミズータ・マダイスキー,Mizūta Madaisukī,Madaisky Mizuuta,"Chapter 487, Episode 379",Rumbar Pirates,Pirate,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizuta Mawaritosuki,ミズータ・マワリトスキー,Mizūta Mawaritosukī,Mawaritosky Mizuuta,"Chapter 488, Episode 379",Rumbar Pirates,Pirate,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moai,モアイ,Moai,N/A,Chapter 1040,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MocDonald,モクドナルド,Mokudonarudo,McTreenald[1],Chapter 445; Episode 340[2],Thriller Bark Pirates[2],Wild Zombie,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mocha,モチャ,Mocha,Mocha,Chapter 657; Episode 582[1],,,Alive,June 28th[2],,,,,9[2],692 cm (22’8½”)[2],S[2],,,,Grand Line (New World)[2],,,,,,,,,,,,,,,,,,,,,
Mochi,モチ,Mochi,N/A,"Chapter 274, Episode 180",Angel Island,Child,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mock Town,モックタウン,Mokku Taun,,,,,,,,,,,,,,,,,,,,Mock Town,,,,,,,,Chapter 222; Episode 146[1],Jaya[1],,,,,,,,,
Moda,モーダ,Mōda,Moda,"Chapter 278 (cover); Episode 381 (newspaper)[1], Episode 880",Lulusia Kingdom;[2] G-2 Base[3],Farmer,Unknown,June 1st[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohji,モージ,Mōji,Mohji;Morji (Odex),Chapter 9; Episode 6[1],Cross Guild;[2] Buggy and Alvida Alliance; Buggy Pirates[3],Pirate; First Mate[3],Alive,October 1st[4],,,Karai Bari Island,,27 (debut)29 (after timeskip)[5],"197 cm (6'6"")[5]",S[5],,,,East Blue[5],,,,,,,,,,,,,,,,,,,,,
Momonga,モモンガ,Momonga,Momonga,Chapter 420; Episode 302[1],Marines G-1 Branch,Vice Admiral; Base Commander of G-1[2],Alive,June 6th[4],,,,,46 (debut)[3]48 (after timeskip)[2],"251 cm (8'3"")[2]",F[2],,,,Grand Line[2],,,,,,,,,,,,,,,,,,,,,
Momoo,モーム,Mōmu,"Momoo (4Kids, Viz, FUNimation);Morm (Odex)",Chapter 73; Episode 31[1],Arlong Pirates (former);[2] Caribou Pirates (former); Fake Straw Hat Crew (former),Arlong Pirates' pet (former);[2] Caribou Pirates' steed (former),Alive,April 9th[3],,,,,14 (debut)16 (after timeskip)[5],"36 m (118'1"")[4]",S[5],,,,Grand Line[5],,,,,,,,,,,,,,,,,,,,,
Monda,モンダ,Monda,Monda,Chapter 306; Episode 209[1],Foxy Pirates[1],Pet,Alive,April 3rd[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monet,モネ,Mone,Monet,Chapter 657; Episode 581[1],Caesar Clown (espionage); Donquixote Pirates[2][3],Caesar's secretary (Undercover); Doflamingo's spy;[2] Pirate Officer[3],Deceased,August 27th[5],,,Punk Hazard (former); Dressrosa (former),,,"227 cm (7'5¼"")[4]",X[4],,,,North Blue[4],,,,,,,,,30[6],,,,,,,,,,,,
Monjii,モンジイ,Monjii,Mon-ji,Chapter 807; Episode 756[1],Mokomo Dukedom,,Alive,,,,Zou (Kurau City),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monjiro,紋ジロウ,Monjirō,N/A,Chapter 926; Episode 918[1],Kozuki Family[1]; Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],Alive,,,,Wano Country (Flower Capital)[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey D. Dragon,モンキー・D（ディー）・ドラゴン,Monkī Dī Doragon,Monkey D. Dragon,Chapter 100; Episode 52[1],Revolutionary Army[2],Supreme Commander of the Revolutionary Army[3][4],Alive,October 5th[7],,,Baltigo (former)Dawn Island (former),,53 (debut)55 (after timeskip)[4],"256 cm (8'5"")[4]",F[4],,,,East Blue (Goa Kingdom)[4],,,,,,,,,,,,,,,,,,,,,
Monkey D. Garp,モンキー・D（ディー）・ガープ,Monkī Dī Gāpu,Monkey D. Garp,Chapter 92 (cover); Episode 68,Marines[1] (semi-retired)[2],Vice Admiral;[3][2] Instructor[4],Alive,May 2nd[9],,,Foosha Village (former),,76 (debut) 78 (after timeskip)[8],"287 cm (9'5"")[10]",F[10],,,,East Blue (Goa Kingdom)[10],,,,,,,,,,,,,,,,,,,,,
Monkey D. Luffy,モンキー・D（ディー）・ルフィ,Monkī Dī Rufi,Monkey D. Luffy,Chapter 1;[1] Episode 1[2],Straw Hat Pirates;Four Emperors;Dadan Family (former);Impel Down (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded);,Pirate; Captain;[2] Emperor;[3] De Facto Leader of the Straw Hat Grand Fleet; Prisoner (former); Chore Boy of the Baratie (temporary)[4]; Bandit (former),Alive,May 5th (Children's Day)[14],,,Foosha Village (former); Mt. Colubo (former); Rusukaina (former),,7 (debut);17 (debut);[12]19 (after timeskip)[13][5],"91 cm  (2'11¾"") (debut)[7]172 cm (5'7¾"") (debut)[15]174 cm (5'8½"") (after timeskip)[16]",F[17],,,,East Blue (Goa Kingdom)[5],"Lucy (ルーシー, Rūshī?)[6]Luffy-tarou[7] (ルフィ太郎, Rufitarō?, English version: ""Luffytaro"")[8]Luffy-no-Umi (ルフィの海, Rufinoumi?)[9]Joy Boy (ジョイボーイ, Joi Bōi?)[10]",,,,,,,,,,,,,,,,,,,,
Monster,モンスター,Monsutā,Monster[1],Chapter 1;[2] Episode 489[3],Red Hair Pirates[4],Pirate; Officer; Musician[5],Alive,October 31st[6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mont Blanc Cricket,モンブラン・クリケット,Monburan Kuriketto,"Mont Blanc Cricket (Viz),Montblanc Cricket (Uncut Funimation),Monbran Cricket (Edited Funimation),Mombran Cricket (4Kids)",Chapter 227; Episode 148[1],Saruyama Alliance; His original crew (former),Pirate; Captain,Alive,September 11th[2],,,Lvneel (former) Jaya (former),,41 (debut)43 (after timeskip)[3],"242 cm (7'11"")[3]",S[3],,,,North Blue[3],,,,,,,,,,,,,,,,,,,,,
Mont Blanc Noland,モンブラン・ノーランド,Monburan Nōrando,"Mont Blanc Noland (Viz); Montblanc Noland (uncut Funimation); Monbran Noland (edited Funimation), Mombran Noland (4kids)",Chapter 286; Episode 187,Lvneel,Explorer; Botanist; Admiral,Deceased,October 9th[1],,,,,,"220 cm (7'2"")[2]",S[2],,,,North Blue,,,,,,,,,39[2],,,,,,,,,,,,
